"country";"datum";"tests_done";"vaccinations";"death";"cases";"hospital_admissions100k";"icu_admissions100k"
"Lithuania";"2021-03-29";82866;77577;55;5847;8.55376884781807;2.07581001327803
"Lithuania";"2021-04-05";94954;39033;82;6571;10.092731443869;2.00423035764775
"Lithuania";"2021-04-12";121187;60886;73;7449;11.9538024902562;2.57686760268996
"Lithuania";"2021-04-19";126248;112428;87;7640;10.9516873114323;2.79160656958079
"Lithuania";"2021-04-26";139408;180156;99;8465;8.69692815907863;2.64844725832024
"Lithuania";"2021-05-03";148319;241320;89;8286;12.1327516293319;1.78949139075692
"Lithuania";"2021-05-10";138628;182752;67;7440;11.5959042121048;2.54107777487482
"Lithuania";"2021-05-17";134916;225486;97;5619;9.41272471538139;1.96844052983261
"Lithuania";"2021-05-24";137807;209575;67;3094;6.37058935109463;1.64633207949637
"Lithuania";"2021-05-31";134733;287550;41;1983;5.47584365571617;1.71791173512664
"Lithuania";"2021-06-07";119069;267609;31;1183;3.32845398680787;1.07369483445415
"Lithuania";"2021-06-14";79076;314082;23;524;1.75370156294178;0.608427072857353
"Lithuania";"2021-06-21";59545;316665;10;260;1.43159311260554;0.680006728487629
"Lithuania";"2021-06-28";61139;277512;14;224;1.10948466226929;0.572637245042214
"Lithuania";"2021-07-05";54490;162322;6;352;0.823166039748183;0.322108450336245
"Lithuania";"2021-07-12";57883;120426;3;612;NA;NA
"Lithuania";"2021-07-19";65412;101131;7;1370;1.93265070201747;0.286318622521107
"Lithuania";"2021-07-26";87451;110754;9;2372;3.40003364243815;0.465267761596799
"Lithuania";"2021-08-02";98974;165746;13;3287;0.966325351008736;0.608427072857353
"Lithuania";"2021-08-09";100014;188155;25;3823;4.9389962384891;1.10948466226929
"Lithuania";"2021-08-16";96847;214396;40;3942;6.08427072857353;1.28843380134498
"Lithuania";"2021-08-23";91224;167109;63;4117;7.5516536689942;1.43159311260554
"Lithuania";"2021-08-30";51838;124874;62;4867;9.6990433379025;1.75370156294178
"Lithuania";"2021-09-06";51838;112753;98;6163;11.4527449008443;2.00423035764775
"Lithuania";"2021-09-13";NA;105546;116;7997;12.8485481856347;2.46949811924455
"Luxembourg";"2019-12-30";NA;NA;0;0;0.319433707922595;NA
"Luxembourg";"2020-01-06";NA;NA;0;0;0.63886741584519;NA
"Luxembourg";"2020-01-13";NA;NA;0;0;NA;NA
"Luxembourg";"2020-01-20";NA;NA;0;0;0.159716853961297;NA
"Luxembourg";"2020-01-27";NA;NA;0;0;NA;NA
"Luxembourg";"2020-02-03";NA;NA;0;0;NA;NA
"Luxembourg";"2020-02-10";NA;NA;0;0;NA;NA
"Luxembourg";"2020-02-17";NA;NA;0;0;NA;NA
"Luxembourg";"2020-02-24";17;NA;0;1;NA;NA
"Luxembourg";"2020-03-02";24;NA;0;4;NA;NA
"Luxembourg";"2020-03-09";534;NA;1;72;NA;NA
"Luxembourg";"2020-03-16";4171;NA;7;721;0.63886741584519;NA
"Luxembourg";"2020-03-23";9664;NA;13;1152;NA;NA
"Luxembourg";"2020-03-30";7119;NA;15;854;0.63886741584519;NA
"Luxembourg";"2020-04-06";5072;NA;30;477;0.319433707922595;NA
"Luxembourg";"2020-04-13";5007;NA;7;269;0.958301123767784;NA
"Luxembourg";"2020-04-20";5660;NA;15;173;0.798584269806487;NA
"Luxembourg";"2020-04-27";8652;NA;8;101;0.319433707922595;NA
"Luxembourg";"2020-05-04";7316;NA;5;62;0.319433707922595;NA
"Luxembourg";"2020-05-11";7372;NA;6;59;NA;NA
"Luxembourg";"2020-05-18";6859;NA;3;47;0.479150561883892;NA
"Luxembourg";"2020-05-25";9891;NA;0;26;NA;NA
"Luxembourg";"2020-06-01";10621;NA;0;21;NA;NA
"Luxembourg";"2020-06-08";23343;NA;0;31;0.159716853961297;NA
"Luxembourg";"2020-06-15";34718;NA;0;50;NA;NA
"Luxembourg";"2020-06-22";28736;NA;0;122;NA;NA
"Luxembourg";"2020-06-29";56841;NA;0;280;0.159716853961297;NA
"Luxembourg";"2020-07-06";59222;NA;1;403;NA;NA
"Luxembourg";"2020-07-13";79295;NA;0;558;0.319433707922595;NA
"Luxembourg";"2020-07-20";65438;NA;1;789;0.159716853961297;NA
"Luxembourg";"2020-07-27";54434;NA;5;423;0.159716853961297;NA
"Luxembourg";"2020-08-03";43043;NA;2;418;NA;NA
"Luxembourg";"2020-08-10";32766;NA;4;326;0.319433707922595;NA
"Luxembourg";"2020-08-17";36796;NA;1;265;0.159716853961297;NA
"Luxembourg";"2020-08-24";37837;NA;0;-1079;NA;NA
"Luxembourg";"2020-08-31";47840;NA;0;271;NA;NA
"Luxembourg";"2020-09-07";50873;NA;0;298;NA;NA
"Luxembourg";"2020-09-14";40511;NA;0;610;NA;NA
"Luxembourg";"2020-09-21";36760;NA;0;553;NA;NA
"Luxembourg";"2020-09-28";38523;NA;1;352;NA;NA
"Luxembourg";"2020-10-05";39462;NA;5;651;0.159716853961297;NA
"Luxembourg";"2020-10-12";47336;NA;3;1286;0.159716853961297;NA
"Luxembourg";"2020-10-19";60469;NA;12;3558;0.319433707922595;NA
"Luxembourg";"2020-10-26";76647;NA;15;4578;0.159716853961297;NA
"Luxembourg";"2020-11-02";68492;NA;25;3699;0.319433707922595;NA
"Luxembourg";"2020-11-09";67705;NA;37;4063;NA;NA
"Luxembourg";"2020-11-16";69662;NA;40;3789;0.479150561883892;NA
"Luxembourg";"2020-11-23";69532;NA;44;3640;0.479150561883892;NA
"Luxembourg";"2020-11-30";69941;NA;44;3711;0.63886741584519;NA
"Luxembourg";"2020-12-07";70276;NA;46;3588;0.63886741584519;NA
"Luxembourg";"2020-12-14";78255;NA;44;2795;0.63886741584519;NA
"Luxembourg";"2020-12-21";49873;0;47;1782;1.11801797772908;NA
"Luxembourg";"2020-12-28";33945;0;19;1070;4.15263820299373;NA
"Luxembourg";"2021-01-04";63187;0;27;1065;5.74980674260671;NA
"Luxembourg";"2021-01-11";51279;0;19;868;5.43037303468411;NA
"Luxembourg";"2021-01-18";44412;2577;12;852;4.95122247280022;NA
"Luxembourg";"2021-01-25";51321;1279;16;965;5.74980674260671;NA
"Luxembourg";"2021-02-01";61386;4582;13;1179;4.95122247280022;NA
"Luxembourg";"2021-02-08";70268;3641;14;1036;9.10386067579395;NA
"Luxembourg";"2021-02-15";60251;3645;18;1254;8.62471011391006;NA
"Luxembourg";"2021-02-22";63445;6229;13;1287;11.6593303391747;NA
"Luxembourg";"2021-03-01";60574;7103;24;1221;11.6593303391747;NA
"Luxembourg";"2021-03-08";62517;2799;27;1231;10.221878653523;NA
"Luxembourg";"2021-03-15";63501;6213;29;1539;12.4579146089812;NA
"Luxembourg";"2021-03-22";67052;5445;20;1339;12.6176314629425;NA
"Luxembourg";"2021-03-29";79883;8325;12;1605;9.58301123767785;NA
"Luxembourg";"2021-04-05";54615;18908;18;1290;7.82612584410357;NA
"Luxembourg";"2021-04-12";60353;27845;17;1303;7.34697528221968;NA
"Luxembourg";"2021-04-19";53986;5139;5;1249;6.3886741584519;NA
"Luxembourg";"2021-04-26";50899;6650;7;1195;7.82612584410357;NA
"Luxembourg";"2021-05-03";53418;34685;5;894;5.27065618072281;NA
"Luxembourg";"2021-05-10";49715;42042;4;737;2.55546966338076;NA
"Luxembourg";"2021-05-17";72120;33312;5;579;1.59716853961297;NA
"Luxembourg";"2021-05-24";44490;38206;3;282;1.75688539357427;NA
"Luxembourg";"2021-05-31";47273;45003;4;293;0.958301123767784;NA
"Luxembourg";"2021-06-07";45745;73348;0;224;1.11801797772908;NA
"Luxembourg";"2021-06-14";46380;39200;0;110;0.479150561883892;NA
"Luxembourg";"2021-06-21";39181;34350;0;84;0.63886741584519;NA
"Luxembourg";"2021-06-28";35372;59020;0;431;0.479150561883892;NA
"Luxembourg";"2021-07-05";43284;33193;1;979;1.27773483169038;NA
"Luxembourg";"2021-07-12";49872;54128;1;749;2.39575280941946;NA
"Luxembourg";"2021-07-19";43736;52833;1;653;2.07631910149687;NA
"Luxembourg";"2021-07-26";46244;46145;1;458;2.07631910149687;NA
"Luxembourg";"2021-08-02";36024;31779;2;392;1.27773483169038;NA
"Luxembourg";"2021-08-09";29243;15744;4;333;2.23603595545816;NA
"Luxembourg";"2021-08-16";28107;9456;2;390;3.03462022526465;NA
"Luxembourg";"2021-08-23";27349;7790;0;687;4.95122247280022;NA
"Luxembourg";"2021-08-30";29057;7203;0;430;3.03462022526465;NA
"Luxembourg";"2021-09-06";29633;6035;4;530;2.71518651734206;NA
"Luxembourg";"2021-09-13";NA;2510;0;557;2.55546966338076;NA
"Malta";"2020-02-03";1;NA;NA;NA;NA;NA
"Malta";"2020-02-17";1;NA;NA;NA;NA;NA
"Malta";"2020-02-24";154;NA;NA;NA;NA;NA
"Malta";"2020-03-02";269;NA;0;3;0;NA
"Malta";"2020-03-09";918;NA;0;27;1.36037499708491;NA
"Malta";"2020-03-16";1564;NA;0;77;0.777357141191378;NA
"Malta";"2020-03-23";3084;NA;0;49;0.777357141191378;NA
"Malta";"2020-03-30";4618;NA;0;85;1.36037499708491;NA
"Malta";"2020-04-06";6583;NA;3;143;2.72074999416982;NA
"Malta";"2020-04-13";6924;NA;0;47;0.388678570595689;NA
"Malta";"2020-04-20";4505;NA;1;18;0;NA
"Malta";"2020-04-27";7474;NA;0;30;0.194339285297844;NA
"Malta";"2020-05-04";7596;NA;1;23;0.194339285297844;NA
"Malta";"2020-05-11";9100;NA;1;55;0.194339285297844;NA
"Malta";"2020-05-18";10103;NA;0;53;0.777357141191378;NA
"Malta";"2020-05-25";8299;NA;3;8;0.583017855893533;NA
"Malta";"2020-06-01";6131;NA;0;11;0;NA
"Malta";"2020-06-08";6941;NA;0;20;0.194339285297844;NA
"Malta";"2020-06-15";5877;NA;0;15;0.194339285297844;NA
"Malta";"2020-06-22";5870;NA;0;5;0.194339285297844;NA
"Malta";"2020-06-29";5790;NA;0;2;0;NA
"Malta";"2020-07-06";5228;NA;0;2;0;NA
"Malta";"2020-07-13";6198;NA;0;2;0;NA
"Malta";"2020-07-20";7174;NA;0;24;0;NA
"Malta";"2020-07-27";10605;NA;0;84;0.971696426489222;NA
"Malta";"2020-08-03";11781;NA;0;223;1.55471428238276;NA
"Malta";"2020-08-10";15548;NA;0;367;2.33207142357413;NA
"Malta";"2020-08-17";16537;NA;1;295;2.72074999416982;NA
"Malta";"2020-08-24";15123;NA;2;217;0.777357141191378;NA
"Malta";"2020-08-31";13184;NA;2;192;3.4981071353612;NA
"Malta";"2020-09-07";13249;NA;1;329;3.88678570595689;NA
"Malta";"2020-09-14";16205;NA;6;371;4.66414284714827;0.971696426489222
"Malta";"2020-09-21";16425;NA;11;230;3.10942856476551;0.777357141191378
"Malta";"2020-09-28";15974;NA;7;311;4.08112499125473;0.777357141191378
"Malta";"2020-10-05";16465;NA;4;517;6.02451784423318;0.777357141191378
"Malta";"2020-10-12";18231;NA;2;894;8.93960712370084;1.16603571178707
"Malta";"2020-10-19";20389;NA;8;838;7.77357141191378;1.7490535676806
"Malta";"2020-10-26";22566;NA;8;823;14.3811071120405;0.971696426489222
"Malta";"2020-11-02";24577;NA;14;842;14.5754463973383;0.583017855893533
"Malta";"2020-11-09";22095;NA;20;894;20.016946385678;1.36037499708491
"Malta";"2020-11-16";21070;NA;15;867;20.2112856709758;0.777357141191378
"Malta";"2020-11-23";20700;NA;25;869;16.9075178209125;1.7490535676806
"Malta";"2020-11-30";20580;NA;15;786;17.2961963915082;0.777357141191378
"Malta";"2020-12-07";18821;NA;21;595;8.16224998250947;0.777357141191378
"Malta";"2020-12-14";21111;NA;20;548;6.60753570012671;0.777357141191378
"Malta";"2020-12-21";17540;0;20;624;5.05282141774395;0.777357141191378
"Malta";"2020-12-28";18197;14;6;804;5.63583927363749;1.55471428238276
"Malta";"2021-01-04";22556;12;11;1299;7.57923212661593;0.194339285297844
"Malta";"2021-01-11";23269;150;7;1213;9.32828569429653;1.16603571178707
"Malta";"2021-01-18";23206;4269;12;1119;4.08112499125473;0.777357141191378
"Malta";"2021-01-25";22620;8182;22;1021;5.05282141774395;0.971696426489222
"Malta";"2021-02-01";21009;15142;13;896;5.44149998833964;1.16603571178707
"Malta";"2021-02-08";20070;12610;13;1132;8.16224998250947;0.971696426489222
"Malta";"2021-02-15";20341;11197;9;1140;7.77357141191378;1.94339285297844
"Malta";"2021-02-22";20625;14040;12;1908;4.27546427655258;1.7490535676806
"Malta";"2021-03-01";21399;12190;18;1854;13.2150714002534;1.16603571178707
"Malta";"2021-03-08";23893;12455;20;2205;13.0207321149556;2.72074999416982
"Malta";"2021-03-15";23265;14220;19;1348;7.96791069721162;1.36037499708491
"Malta";"2021-03-22";14905;12063;15;584;3.88678570595689;0.194339285297844
"Malta";"2021-03-29";11907;15586;11;350;6.21885712953102;NA
"Malta";"2021-04-05";12283;23718;3;377;5.83017855893533;1.36037499708491
"Malta";"2021-04-12";10780;36620;7;319;5.83017855893533;NA
"Malta";"2021-04-19";10429;34573;4;195;2.52641070887198;0.583017855893533
"Malta";"2021-04-26";10265;19744;3;147;4.27546427655258;0.194339285297844
"Malta";"2021-05-03";10483;22761;1;83;1.36037499708491;0.388678570595689
"Malta";"2021-05-10";11188;51148;0;22;0.777357141191378;0.388678570595689
"Malta";"2021-05-17";10981;80608;0;23;0.388678570595689;NA
"Malta";"2021-05-24";11235;70390;2;34;0.388678570595689;NA
"Malta";"2021-05-31";12033;46340;0;29;0.194339285297844;NA
"Malta";"2021-06-07";8766;49779;0;10;0;NA
"Malta";"2021-06-14";12187;42283;1;13;0;NA
"Malta";"2021-06-21";13483;42087;0;23;0;NA
"Malta";"2021-06-28";12694;49395;0;57;0.971696426489222;0.194339285297844
"Malta";"2021-07-05";14124;24236;0;705;1.94339285297844;0.194339285297844
"Malta";"2021-07-12";18044;10520;0;1439;3.30376785006335;NA
"Malta";"2021-07-19";20579;19476;1;1071;2.33207142357413;NA
"Malta";"2021-07-26";20369;17142;2;604;3.30376785006335;0.971696426489222
"Malta";"2021-08-02";18649;19928;5;445;5.05282141774395;0.194339285297844
"Malta";"2021-08-09";17768;11049;3;478;4.85848213244611;0.777357141191378
"Malta";"2021-08-16";17580;4927;5;451;3.4981071353612;0.388678570595689
"Malta";"2021-08-23";16514;2209;4;308;2.91508927946767;0.388678570595689
"Malta";"2021-08-30";17576;1133;5;391;2.52641070887198;0.388678570595689
"Malta";"2021-09-06";16099;NA;4;281;1.16603571178707;0.388678570595689
"Malta";"2021-09-13";NA;NA;6;201;1.36037499708491;0.194339285297844
"Netherlands";"2019-12-30";NA;NA;0;0;NA;NA
"Netherlands";"2020-01-06";NA;NA;0;0;NA;NA
"Netherlands";"2020-01-13";NA;NA;0;0;NA;NA
"Netherlands";"2020-01-20";NA;NA;0;0;NA;NA
"Netherlands";"2020-01-27";NA;NA;0;0;NA;NA
"Netherlands";"2020-02-03";NA;NA;0;0;NA;NA
"Netherlands";"2020-02-10";NA;NA;0;0;NA;NA
"Netherlands";"2020-02-17";NA;NA;0;0;NA;NA
"Netherlands";"2020-02-24";NA;NA;0;13;0.178083289554525;0.0114892444873887
"Netherlands";"2020-03-02";NA;NA;3;252;0.620419202318989;0.103403200386498
"Netherlands";"2020-03-09";13941;NA;17;870;2.87231112184717;0.637653069050072
"Netherlands";"2020-03-16";18995;NA;159;3069;10.7481882179521;2.44720907581379
"Netherlands";"2020-03-23";23106;NA;592;6662;18.8653394482922;4.30846668277076
"Netherlands";"2020-03-30";28138;NA;995;6985;13.2470988939592;3.60762276904005
"Netherlands";"2020-04-06";36188;NA;971;7736;7.53119976148329;1.97040542958716
"Netherlands";"2020-04-13";37889;NA;947;7068;4.33144517174553;1.14892444873887
"Netherlands";"2020-04-20";36307;NA;791;5190;2.4414644535701;0.718077780461793
"Netherlands";"2020-04-27";25068;NA;581;2726;1.45338942765467;0.494037512957714
"Netherlands";"2020-05-04";26136;NA;384;2056;0.970841159184344;0.258508000966246
"Netherlands";"2020-05-11";26259;NA;240;1368;0.522760624176185;0.195317156285608
"Netherlands";"2020-05-18";24121;NA;142;1241;0.338932712377966;0.143615556092359
"Netherlands";"2020-05-25";29423;NA;134;1206;0.321698845646883;0.0919139558991095
"Netherlands";"2020-06-01";58234;NA;57;1132;0.189572534041913;0.137870933848664
"Netherlands";"2020-06-08";73497;NA;46;1209;0.137870933848664;0.0574462224369434
"Netherlands";"2020-06-15";76659;NA;31;810;0.0861693336554152;0.0344677334621661
"Netherlands";"2020-06-22";72987;NA;15;554;0.0804247114117208;0.0287231112184717
"Netherlands";"2020-06-29";74780;NA;22;474;0.0287231112184717;0.0287231112184717
"Netherlands";"2020-07-06";72293;NA;8;401;0.0517016001932491;0.0344677334621661
"Netherlands";"2020-07-13";97422;NA;1;703;0.0861693336554152;0.017233866731083
"Netherlands";"2020-07-20";133098;NA;4;1221;0.149360178336053;0.0517016001932491
"Netherlands";"2020-07-27";121158;NA;0;2097;0.252763378722551;0.0804247114117208
"Netherlands";"2020-08-03";117550;NA;8;3521;0.338932712377966;0.0976585781428038
"Netherlands";"2020-08-10";126687;NA;15;4379;0.430846668277076;0.155104800579747
"Netherlands";"2020-08-17";170998;NA;28;3547;0.26425262320994;0.160849422823442
"Netherlands";"2020-08-24";194927;NA;24;3581;0.241274134235162;0.0861693336554152
"Netherlands";"2020-08-31";204888;NA;19;4644;0.683610046999627;0.0976585781428038
"Netherlands";"2020-09-07";240135;NA;11;7308;1.16041369322626;0.178083289554525
"Netherlands";"2020-09-14";247112;NA;25;11661;2.29784889747774;0.3044649789158
"Netherlands";"2020-09-21";274043;NA;95;17826;3.69379210269546;0.545739113150963
"Netherlands";"2020-09-28";302762;NA;80;24239;4.85420579592172;0.689354669243321
"Netherlands";"2020-10-05";355314;NA;130;38701;7.09460847096251;1.07424435957084
"Netherlands";"2020-10-12";443780;NA;176;53784;9.35798963497809;1.58551573925964
"Netherlands";"2020-10-19";412579;NA;285;62691;11.3226504423216;1.94742694061238
"Netherlands";"2020-10-26";402275;NA;388;68512;11.4662659984139;1.94742694061238
"Netherlands";"2020-11-02";319814;NA;570;50136;9.79458092549886;1.64296196169658
"Netherlands";"2020-11-09";286391;NA;481;37762;8.65140109900368;1.39019858297403
"Netherlands";"2020-11-16";317280;NA;404;36725;7.59439060616392;1.20637067117581
"Netherlands";"2020-11-23";315800;NA;457;34213;6.52014624659308;1.07424435957084
"Netherlands";"2020-11-30";388956;NA;338;38280;6.8016327365341;1.14892444873887
"Netherlands";"2020-12-07";506463;NA;360;56193;8.06544963014686;1.30402924931862
"Netherlands";"2020-12-14";591145;NA;443;76154;9.98989808178446;1.65445120618397
"Netherlands";"2020-12-21";507268;0;551;80594;11.3800966647585;1.68317431740244
"Netherlands";"2020-12-28";419985;0;570;50699;11.3973305314896;1.92444845163761
"Netherlands";"2021-01-04";417339;0;799;57026;9.78309168101147;1.73487591759569
"Netherlands";"2021-01-11";348640;0;645;38967;8.56523176534827;1.45913404989836
"Netherlands";"2021-01-18";326521;0;522;35590;8.14587434155858;1.39594320521773
"Netherlands";"2021-01-25";268187;2429;445;28671;7.4105626943657;1.44190018316728
"Netherlands";"2021-02-01";255107;23998;403;26270;6.81312198102149;0.993819648159122
"Netherlands";"2021-02-08";231758;71113;414;24069;6.82461122550888;1.10296747078931
"Netherlands";"2021-02-15";306572;66664;405;28657;6.87056820345844;1.38445396073034
"Netherlands";"2021-02-22";372079;113158;325;28384;6.82461122550888;1.30402924931862
"Netherlands";"2021-03-01";435213;84435;268;31311;6.91652518140799;1.57402649477225
"Netherlands";"2021-03-08";523973;87617;236;37029;7.58290136167653;1.55104800579747
"Netherlands";"2021-03-15";603411;127535;208;44403;8.68586883246585;1.83827911798219
"Netherlands";"2021-03-22";651828;98593;186;50962;9.39245736844025;1.80381138452002
"Netherlands";"2021-03-29";582068;109464;159;49757;9.9496857260786;2.16572258587277
"Netherlands";"2021-04-05";538801;129043;151;48484;10.2713845717255;2.22316880830971
"Netherlands";"2021-04-12";591188;91288;148;53179;9.65670999165019;2.14274409689799
"Netherlands";"2021-04-19";606211;127080;134;57348;10.6160619063472;2.16572258587277
"Netherlands";"2021-04-26";475728;132236;120;46473;10.3345754164061;2.21742418606602
"Netherlands";"2021-05-03";415646;321003;152;52463;8.58246563207935;1.78083289554525
"Netherlands";"2021-05-10";329310;345372;130;38178;7.19801167134901;1.33849698278078
"Netherlands";"2021-05-17";347155;540645;92;28081;5.41143415356007;1.10296747078931
"Netherlands";"2021-05-24";285114;617093;81;21131;3.22847770095622;0.672120802512238
"Netherlands";"2021-05-31";288440;753731;53;15901;2.35529511991468;0.3044649789158
"Netherlands";"2021-06-07";266192;694225;34;9902;1.41317707194881;0.247018756478857
"Netherlands";"2021-06-14";221364;696556;17;6295;0.993819648159122;0.195317156285608
"Netherlands";"2021-06-21";350793;701262;15;4330;0.545739113150963;0.103403200386498
"Netherlands";"2021-06-28";546917;667193;15;5815;0.321698845646883;0.0517016001932491
"Netherlands";"2021-07-05";647178;487198;10;39112;0.52850524641988;0.0689354669243321
"Netherlands";"2021-07-12";744272;887374;10;70114;1.59126036150333;0.195317156285608
"Netherlands";"2021-07-19";923849;664008;24;44990;3.32039165685533;0.666376180268544
"Netherlands";"2021-07-26";731079;648052;29;24401;3.32613627909903;0.746800891680265
"Netherlands";"2021-08-02";614923;703654;40;18046;2.54486765395659;0.695099291487016
"Netherlands";"2021-08-09";506256;540523;40;16116;2.68273858780526;0.534249868663574
"Netherlands";"2021-08-16";464640;125101;44;16925;2.45869832030118;0.557228357638351
"Netherlands";"2021-08-23";401613;100175;44;17833;2.48167680927596;0.562972979882046
"Netherlands";"2021-08-30";378155;84789;41;17671;2.41848596459532;0.539994490907268
"Netherlands";"2021-09-06";384515;56378;32;16725;2.14848871914168;0.459569779495548
"Netherlands";"2021-09-13";NA;25720;45;14051;1.64870658394028;0.379145068083827
"Norway";"2019-12-30";NA;NA;0;0;NA;NA
"Norway";"2020-01-06";NA;NA;0;0;NA;NA
"Norway";"2020-01-13";NA;NA;0;0;NA;NA
"Norway";"2020-01-20";NA;NA;0;0;NA;NA
"Norway";"2020-01-27";NA;NA;0;0;NA;NA
"Norway";"2020-02-03";NA;NA;0;0;NA;NA
"Norway";"2020-02-10";NA;NA;0;0;NA;NA
"Norway";"2020-02-17";NA;NA;0;0;0;0
"Norway";"2020-02-24";1251;NA;0;19;0;0
"Norway";"2020-03-02";2740;NA;0;150;0.0372607394766357;0
"Norway";"2020-03-09";17727;NA;1;908;0.931518486915891;0.204934067121496
"Norway";"2020-03-16";34400;NA;6;1055;3.50250951080375;0.819736268485984
"Norway";"2020-03-23";18886;NA;15;1970;5.36554648463554;1.43453846985047
"Norway";"2020-03-30";18415;NA;36;1538;3.67018283844861;0.670693310579442
"Norway";"2020-04-06";15142;NA;45;775;1.69536364618692;0.223564436859814
"Norway";"2020-04-13";17720;NA;51;653;1.22960440272898;0.279455546074767
"Norway";"2020-04-20";20000;NA;39;437;0.745214789532713;0.242194806598132
"Norway";"2020-04-27";21820;NA;15;304;0.298085915813085;0.0558911092149535
"Norway";"2020-05-04";24025;NA;9;290;0.316716285551403;0.0745214789532713
"Norway";"2020-05-11";24876;NA;15;98;0.204934067121496;0.0558911092149535
"Norway";"2020-05-18";20328;NA;3;112;0.186303697383178;0.0186303697383178
"Norway";"2020-05-25";18447;NA;1;102;0.186303697383178;0.0186303697383178
"Norway";"2020-06-01";16203;NA;2;93;0.0372607394766357;0
"Norway";"2020-06-08";29210;NA;4;102;0.149042957906543;0.0745214789532713
"Norway";"2020-06-15";28072;NA;2;102;0.130412588168225;0.0372607394766357
"Norway";"2020-06-22";26065;NA;5;107;0.242194806598132;0
"Norway";"2020-06-29";30150;NA;2;80;0.111782218429907;0.0186303697383178
"Norway";"2020-07-06";30920;NA;1;70;0.0372607394766357;0.0186303697383178
"Norway";"2020-07-13";29974;NA;3;50;0.149042957906543;0.0186303697383178
"Norway";"2020-07-20";29264;NA;0;70;0.0558911092149535;0.0186303697383178
"Norway";"2020-07-27";35423;NA;0;123;0.204934067121496;0
"Norway";"2020-08-03";52737;NA;1;260;0.298085915813085;0.0186303697383178
"Norway";"2020-08-10";82817;NA;5;382;0.186303697383178;0.0186303697383178
"Norway";"2020-08-17";101086;NA;3;347;0.223564436859814;0.0186303697383178
"Norway";"2020-08-24";110747;NA;0;346;0.223564436859814;0.0186303697383178
"Norway";"2020-08-31";112891;NA;0;577;0.223564436859814;0.0186303697383178
"Norway";"2020-09-07";107003;NA;1;746;0.372607394766357;0.0372607394766357
"Norway";"2020-09-14";104456;NA;2;779;0.42849850398131;0.0372607394766357
"Norway";"2020-09-21";100040;NA;3;761;0.279455546074767;0.0558911092149535
"Norway";"2020-09-28";93392;NA;5;743;0.42849850398131;0.0558911092149535
"Norway";"2020-10-05";94284;NA;0;1072;0.596171831626171;0.0372607394766357
"Norway";"2020-10-12";98193;NA;3;915;0.409868134242992;0.111782218429907
"Norway";"2020-10-19";107664;NA;1;1096;0.801105898747667;0.0745214789532713
"Norway";"2020-10-26";136879;NA;3;2331;1.00603996586916;0.0931518486915891
"Norway";"2020-11-02";174131;NA;3;3662;1.82577623435515;0.316716285551403
"Norway";"2020-11-09";160851;NA;9;4001;2.04934067121496;0.316716285551403
"Norway";"2020-11-16";138509;NA;12;4212;2.03071030147664;0.447128873719628
"Norway";"2020-11-23";125326;NA;22;3309;1.76988512514019;0.26082517633645
"Norway";"2020-11-30";116301;NA;26;2624;2.06797104095328;0.353977025028039
"Norway";"2020-12-07";129561;NA;39;3632;1.50905994880374;0.372607394766357
"Norway";"2020-12-14";161939;NA;11;1772;1.84440660409347;0.26082517633645
"Norway";"2020-12-21";127379;0;25;4282;1.45316883958879;0.26082517633645
"Norway";"2020-12-28";123877;0;20;3658;1.80714586461683;0.204934067121496
"Norway";"2021-01-04";213906;0;29;4758;1.69536364618692;0.409868134242992
"Norway";"2021-01-11";172389;82;43;3178;1.6767332764486;0.279455546074767
"Norway";"2021-01-18";141416;4142;27;2431;1.69536364618692;0.223564436859814
"Norway";"2021-01-25";155459;38729;19;1884;0.875627377700938;0.167673327644861
"Norway";"2021-02-01";132157;65423;15;1806;0.633432571102806;0.186303697383178
"Norway";"2021-02-08";139299;63198;11;1729;0.85699700796262;0.130412588168225
"Norway";"2021-02-15";141999;65999;15;2030;1.13645255403739;0.167673327644861
"Norway";"2021-02-22";146119;138833;15;2471;1.37864736063552;0.223564436859814
"Norway";"2021-03-01";195275;104485;9;3938;1.95618882252337;0.335346655289721
"Norway";"2021-03-08";243433;102436;8;5500;3.22305396472898;0.558911092149535
"Norway";"2021-03-15";250396;13190;9;6499;4.24772430033647;0.875627377700938
"Norway";"2021-03-22";260450;19195;11;6206;3.87511690557011;0.987409596130845
"Norway";"2021-03-29";158253;30812;16;5529;3.89374727530843;1.02467033560748
"Norway";"2021-04-05";186252;24587;11;4946;3.72607394766357;0.596171831626171
"Norway";"2021-04-12";177407;10095;22;3890;3.18579322525235;0.596171831626171
"Norway";"2021-04-19";168002;19226;28;3101;2.47783917519627;0.540280722411217
"Norway";"2021-04-26";173467;128147;20;2857;1.28549551194393;0.242194806598132
"Norway";"2021-05-03";178528;227607;10;2973;1.32275625142057;0.223564436859814
"Norway";"2021-05-10";165970;250998;7;2816;1.22960440272898;0.242194806598132
"Norway";"2021-05-17";190363;440055;8;3115;1.13645255403739;0.242194806598132
"Norway";"2021-05-24";192006;490129;1;2408;0.950148856654209;0.186303697383178
"Norway";"2021-05-31";173985;378691;1;2037;0.931518486915891;0.149042957906543
"Norway";"2021-06-07";161263;331066;5;1262;0.540280722411217;0.0558911092149535
"Norway";"2021-06-14";171759;206299;1;1253;0.409868134242992;0
